Name,Description,Category
Desi Food Debates,Paratha is best eaten with ____.,Desi Food Debates
Desi Food Debates,Pakistani breakfast is incomplete without ____.,Desi Food Debates
Desi Food Debates,The food debate that will never end is ____.,Desi Food Debates
Desi Food Debates,I judge people who don't like ____.,Desi Food Debates
Social Media,My Instagram is full of ____.,Social Media
Social Media,I got cancelled on Twitter for ____.,Social Media
Social Media,The most annoying thing on social media is ____.,Social Media
Social Media,I unfollowed someone because they posted ____.,Social Media
Social Media,Pakistani social media is obsessed with ____.,Social Media
Social Media,My most liked post was about ____.,Social Media
Social Media,I regret posting ____ on my story.,Social Media
Social Media,Facebook aunties always comment ____.,Social Media
Social Media,The worst social media trend is ____.,Social Media
Social Media,I'm addicted to scrolling through ____.,Social Media
Social Media,TikTok in Pakistan is just ____.,Social Media
Social Media,I got blocked for ____.,Social Media
Social Media,LinkedIn is full of people posting about ____.,Social Media
Social Media,The fastest way to go viral in Pakistan is ____.,Social Media
Social Media,I'm only on social media for ____.,Social Media
Work Life,My boss is obsessed with ____.,Work Life
Work Life,The worst thing about office life is ____.,Work Life
Work Life,I got fired for ____.,Work Life
Work Life,Office meetings are just ____.,Work Life
Work Life,My coworker won't stop talking about ____.,Work Life
Work Life,The office WhatsApp group is full of ____.,Work Life
Work Life,I pretend to work by ____.,Work Life
Work Life,Pakistani offices run on ____ and gossip.,Work Life
Work Life,The most useless job is ____.,Work Life
Work Life,I called in sick because of ____.,Work Life
Work Life,Office politics revolve around ____.,Work Life
Work Life,The worst coworker is someone who ____.,Work Life
Work Life,I deserve a raise for dealing with ____.,Work Life
Work Life,Work from home is ruined by ____.,Work Life
Work Life,The office kitchen always smells like ____.,Work Life
Family Gatherings,Every family gathering has ____.,Family Gatherings
Family Gatherings,The most annoying relative is the one who ____.,Family Gatherings
Family Gatherings,Family WhatsApp groups are full of ____.,Family Gatherings
Family Gatherings,I avoid family gatherings because of ____.,Family Gatherings
Family Gatherings,The aunties at family gatherings always ask about ____.,Family Gatherings
Family Gatherings,Family reunions are ruined by ____.,Family Gatherings
Family Gatherings,The worst part of Eid is ____.,Family Gatherings
Family Gatherings,My cousin won't stop bragging about ____.,Family Gatherings
Family Gatherings,Family dinners always end in arguments about ____.,Family Gatherings
Family Gatherings,The favorite child always gets ____.,Family Gatherings
Family Gatherings,I'm the black sheep of the family because of ____.,Family Gatherings
Family Gatherings,Extended family gatherings smell like ____.,Family Gatherings
Family Gatherings,The uncle who thinks he's funny always jokes about ____.,Family Gatherings
Family Gatherings,I fake ____ to leave family gatherings early.,Family Gatherings
Family Gatherings,Family gatherings would be better without ____.,Family Gatherings
Body Functions,The worst time to fart is ____.,Body Functions
Body Functions,I couldn't hold in ____ during the meeting.,Body Functions
Body Functions,Nothing clears a room faster than ____.,Body Functions
Body Functions,I blamed ____ on the dog.,Body Functions
Body Functions,The most embarrassing body function is ____.,Body Functions
Body Functions,I had to run to the bathroom because of ____.,Body Functions
Body Functions,The worst thing to do after eating spicy biryani is ____.,Body Functions
Body Functions,I can't believe I ____ during the khutbah.,Body Functions
Body Functions,The smell of ____ ruined the romantic moment.,Body Functions
Body Functions,I got sick from eating ____.,Body Functions
Body Functions,The bathroom at the wedding was destroyed by ____.,Body Functions
Body Functions,I sneezed and accidentally ____.,Body Functions
Body Functions,The worst place to have diarrhea is ____.,Body Functions
Body Functions,I burped and it tasted like ____.,Body Functions
Body Functions,My stomach made weird noises because of ____.,Body Functions
Cricket Fever,Pakistan won the match thanks to ____.,Cricket Fever
Cricket Fever,The worst thing about Pakistani cricket is ____.,Cricket Fever
Cricket Fever,I stopped watching cricket because of ____.,Cricket Fever
Cricket Fever,Pakistani cricket fans are obsessed with ____.,Cricket Fever
Cricket Fever,The match was fixed by ____.,Cricket Fever
Cricket Fever,Babar Azam needs to work on ____.,Cricket Fever
Cricket Fever,Pakistan lost because of ____.,Cricket Fever
Cricket Fever,The most annoying cricket commentator is ____.,Cricket Fever
Cricket Fever,Pakistani cricket would be better with ____.,Cricket Fever
Cricket Fever,I threw my TV remote because of ____.,Cricket Fever
Cricket Fever,The real captain of Pakistan cricket team is ____.,Cricket Fever
Cricket Fever,Cricket matches in Pakistan are incomplete without ____.,Cricket Fever
Cricket Fever,The worst cricket decision ever was ____.,Cricket Fever
Cricket Fever,Pakistani cricket fans will blame ____ for the loss.,Cricket Fever
Cricket Fever,The most dramatic cricket moment was ____.,Cricket Fever
Eid Traditions,The best part of Eid is ____.,Eid Traditions
Eid Traditions,Eid is ruined by ____.,Eid Traditions
Eid Traditions,I spent my Eidi on ____.,Eid Traditions
Eid Traditions,The worst Eid gift is ____.,Eid Traditions
Eid Traditions,Eid namaz is always ____.,Eid Traditions
Eid Traditions,The aunties at Eid are judging ____.,Eid Traditions
Eid Traditions,Eid shopping is stressful because of ____.,Eid Traditions
Eid Traditions,The best Eid memory is ____.,Eid Traditions
Eid Traditions,Eid would be perfect without ____.,Eid Traditions
Eid Traditions,I gained weight on Eid from ____.,Eid Traditions
Eid Traditions,The most annoying Eid tradition is ____.,Eid Traditions
Eid Traditions,Eid visits are exhausting because of ____.,Eid Traditions
Eid Traditions,The kids only care about ____.,Eid Traditions
Eid Traditions,Eid day starts with ____.,Eid Traditions
Eid Traditions,The worst thing about Eid is ____.,Eid Traditions
Desi Aunties,Desi aunties are always judging ____.,Desi Aunties
Desi Aunties,The most annoying aunty question is ____.,Desi Aunties
Desi Aunties,Aunties at weddings are obsessed with ____.,Desi Aunties
Desi Aunties,I avoid aunties because they always ask about ____.,Desi Aunties
Desi Aunties,Aunties think the solution to everything is ____.,Desi Aunties
Desi Aunties,The aunty WhatsApp group is full of ____.,Desi Aunties
Desi Aunties,Aunties love to gossip about ____.,Desi Aunties
Desi Aunties,The worst aunty advice is ____.,Desi Aunties
Desi Aunties,Aunties will never stop asking about ____.,Desi Aunties
Desi Aunties,I can't stand aunties who ____.,Desi Aunties
Desi Aunties,Aunties think every problem is caused by ____.,Desi Aunties
Desi Aunties,The aunty at the party won't stop talking about ____.,Desi Aunties
Desi Aunties,Aunties judge you based on ____.,Desi Aunties
Desi Aunties,The most toxic aunty behavior is ____.,Desi Aunties
Desi Aunties,Aunties are experts at ____.,Desi Aunties
Student Life,University students survive on ____.,Student Life
Student Life,The worst part of university is ____.,Student Life
Student Life,I failed my exam because of ____.,Student Life
Student Life,Hostel life is all about ____.,Student Life
Student Life,The most useless degree is ____.,Student Life
Student Life,I bunked class to ____.,Student Life
Student Life,University cafeteria food tastes like ____.,Student Life
Student Life,The professor caught me ____.,Student Life
Student Life,Group projects are ruined by ____.,Student Life
Student Life,I chose my major because of ____.,Student Life
Student Life,The night before exams is spent ____.,Student Life
Student Life,Pakistani universities are obsessed with ____.,Student Life
Student Life,The worst classmate is someone who ____.,Student Life
Student Life,I regret studying ____.,Student Life
Student Life,University taught me ____.,Student Life
Load Shedding,Load shedding ruined ____.,Load Shedding
Load Shedding,The worst time for load shedding is ____.,Load Shedding
Load Shedding,I can't do ____ because of load shedding.,Load Shedding
Load Shedding,Load shedding in summer means ____.,Load Shedding
Load Shedding,Pakistani summers are unbearable because of ____.,Load Shedding
Load Shedding,I invested in ____ because of load shedding.,Load Shedding
Load Shedding,Load shedding during Ramadan is ____.,Load Shedding
Load Shedding,The government blames load shedding on ____.,Load Shedding
Load Shedding,I lost ____ because of load shedding.,Load Shedding
Load Shedding,Load shedding schedule is as reliable as ____.,Load Shedding
Load Shedding,The worst thing about load shedding is ____.,Load Shedding
Load Shedding,Load shedding taught Pakistanis ____.,Load Shedding
Load Shedding,I can survive load shedding with ____.,Load Shedding
Load Shedding,Load shedding will end when ____.,Load Shedding
Load Shedding,The real reason for load shedding is ____.,Load Shedding
Adult Humor,My kink is ____.,Adult Humor
Adult Humor,My safe word is ____.,Adult Humor
Adult Humor,What ended my last relationship?,Adult Humor
Adult Humor,In my next life I want to come back as ____.,Adult Humor
Adult Humor,The worst thing to say during sex is ____.,Adult Humor
Adult Humor,I got caught ____ by my roommate.,Adult Humor
Adult Humor,My browser history is full of ____.,Adult Humor
Adult Humor,The most embarrassing thing in my bedroom is ____.,Adult Humor
Adult Humor,I'm secretly attracted to ____.,Adult Humor
Adult Humor,The honeymoon was ruined by ____.,Adult Humor
Adult Humor,My Tinder bio says ____.,Adult Humor
Adult Humor,I swiped right because of ____.,Adult Humor
Adult Humor,The worst pickup line is ____.,Adult Humor
Adult Humor,I got drunk and ____.,Adult Humor
Adult Humor,My one night stand turned out to be ____.,Adult Humor
Adult Humor,The walk of shame is worse when ____.,Adult Humor
Adult Humor,I can't tell my parents I ____.,Adult Humor
Adult Humor,My ex is now dating ____.,Adult Humor
Adult Humor,The worst thing about dating apps is ____.,Adult Humor
Adult Humor,I ghosted someone because of ____.,Adult Humor
Adult Humor,The first date went wrong when ____.,Adult Humor
Adult Humor,I lied about ____ on my dating profile.,Adult Humor
Adult Humor,My biggest turn-on is ____.,Adult Humor
Adult Humor,My biggest turn-off is ____.,Adult Humor
Adult Humor,I'm too embarrassed to admit I like ____.,Adult Humor
Adult Humor,The worst time to get a boner is ____.,Adult Humor
Adult Humor,I accidentally sent ____ to the family group chat.,Adult Humor
Adult Humor,My guilty pleasure is ____.,Adult Humor
Adult Humor,I pretend to like ____ to impress people.,Adult Humor
Adult Humor,The most awkward morning after moment is ____.,Adult Humor
Medical Mishaps,I went to the doctor for ____.,Medical Mishaps
Medical Mishaps,The Pakistani doctor prescribed ____.,Medical Mishaps
Medical Mishaps,The worst medical advice is ____.,Medical Mishaps
Medical Mishaps,I Googled my symptoms and found out I have ____.,Medical Mishaps
Medical Mishaps,The hospital waiting room smells like ____.,Medical Mishaps
Medical Mishaps,I'm too embarrassed to tell the doctor about ____.,Medical Mishaps
Medical Mishaps,Desi remedies include ____.,Medical Mishaps
Medical Mishaps,My mom thinks all illnesses are cured by ____.,Medical Mishaps
Medical Mishaps,The worst place to get sick is ____.,Medical Mishaps
Medical Mishaps,Pakistani pharmacies sell ____.,Medical Mishaps
Medical Mishaps,I got food poisoning from ____.,Medical Mishaps
Medical Mishaps,The doctor said I need to stop ____.,Medical Mishaps
Medical Mishaps,Home remedies are better than ____.,Medical Mishaps
Medical Mishaps,I fainted because of ____.,Medical Mishaps
Medical Mishaps,The worst medical experience was ____.,Medical Mishaps
Sibling Rivalry,My sibling always gets away with ____.,Sibling Rivalry
Sibling Rivalry,The favorite child gets ____.,Sibling Rivalry
Sibling Rivalry,I got blamed for ____ that my sibling did.,Sibling Rivalry
Sibling Rivalry,My brother/sister is annoying because of ____.,Sibling Rivalry
Sibling Rivalry,Sibling fights are always about ____.,Sibling Rivalry
Sibling Rivalry,My parents love my sibling more because of ____.,Sibling Rivalry
Sibling Rivalry,I stole ____ from my sibling.,Sibling Rivalry
Sibling Rivalry,The worst thing about having siblings is ____.,Sibling Rivalry
Sibling Rivalry,My sibling embarrassed me by ____.,Sibling Rivalry
Sibling Rivalry,I'll never forgive my sibling for ____.,Sibling Rivalry
Sibling Rivalry,Siblings are only useful for ____.,Sibling Rivalry
Sibling Rivalry,My sibling and I compete over ____.,Sibling Rivalry
Sibling Rivalry,The best part about siblings is ____.,Sibling Rivalry
Sibling Rivalry,I ratted out my sibling for ____.,Sibling Rivalry
Sibling Rivalry,Pakistani parents always compare siblings based on ____.,Sibling Rivalry
Travel Disasters,My vacation was ruined by ____.,Travel Disasters
Travel Disasters,The worst travel companion is someone who ____.,Travel Disasters
Travel Disasters,I lost my passport because of ____.,Travel Disasters
Travel Disasters,The hotel room had ____.,Travel Disasters
Travel Disasters,I got sick during the trip from ____.,Travel Disasters
Travel Disasters,The worst thing about traveling is ____.,Travel Disasters
Travel Disasters,I missed my flight because of ____.,Travel Disasters
Travel Disasters,The tour guide kept talking about ____.,Travel Disasters
Travel Disasters,I regret packing ____.,Travel Disasters
Travel Disasters,The worst tourist destination is ____.,Travel Disasters
Travel Disasters,I got scammed by ____.,Travel Disasters
Travel Disasters,Traveling with family means ____.,Travel Disasters
Travel Disasters,The airport security stopped me for ____.,Travel Disasters
Travel Disasters,I'll never travel to ____ again.,Travel Disasters
Travel Disasters,The worst part of the trip was ____.,Travel Disasters
Money Problems,I'm broke because of ____.,Money Problems
Money Problems,The worst financial decision was ____.,Money Problems
Money Problems,I wasted money on ____.,Money Problems
Money Problems,Pakistani economy is ruined by ____.,Money Problems
Money Problems,I can't afford ____ anymore.,Money Problems
Money Problems,The rupee is falling because of ____.,Money Problems
Money Problems,I'm saving money for ____.,Money Problems
Money Problems,The worst investment is ____.,Money Problems
Money Problems,I went into debt because of ____.,Money Problems
Money Problems,Rich people waste money on ____.,Money Problems
Money Problems,The fastest way to go broke is ____.,Money Problems
Money Problems,I regret spending money on ____.,Money Problems
Money Problems,Pakistani inflation is caused by ____.,Money Problems
Money Problems,I'm hiding ____ from my spouse.,Money Problems
Money Problems,The best way to save money is ____.,Money Problems
Fashion Fails,The worst fashion trend is ____.,Fashion Fails
Fashion Fails,I regret wearing ____.,Fashion Fails
Fashion Fails,Pakistani fashion is obsessed with ____.,Fashion Fails
Fashion Fails,The most embarrassing outfit is ____.,Fashion Fails
Fashion Fails,I had a wardrobe malfunction because of ____.,Fashion Fails
Fashion Fails,Fashion advice from aunties includes ____.,Fashion Fails
Fashion Fails,The worst thing to wear to a wedding is ____.,Fashion Fails
Fashion Fails,I judge people who wear ____.,Fashion Fails
Fashion Fails,Pakistani men's fashion is just ____.,Fashion Fails
Fashion Fails,The most overpriced clothing item is ____.,Fashion Fails
Fashion Fails,I can't believe ____ is back in style.,Fashion Fails
Fashion Fails,The worst fashion mistake is ____.,Fashion Fails
Fashion Fails,Modest fashion means ____.,Fashion Fails
Fashion Fails,I spent too much money on ____.,Fashion Fails
Fashion Fails,The ugliest outfit I've seen is ____.,Fashion Fails
Absurd Scenarios,What if Pakistan was ruled by ____?,Absurd Scenarios
Absurd Scenarios,In an alternate universe ____ is the national dish.,Absurd Scenarios
Absurd Scenarios,I would trade my soul for ____.,Absurd Scenarios
Absurd Scenarios,The zombie apocalypse would be caused by ____.,Absurd Scenarios
Absurd Scenarios,If I could time travel I would ____.,Absurd Scenarios
Absurd Scenarios,The cure for all problems is ____.,Absurd Scenarios
Absurd Scenarios,In my next life I want to come back as ____.,Absurd Scenarios
Absurd Scenarios,The secret to world peace is ____.,Absurd Scenarios
Absurd Scenarios,If animals could talk they would complain about ____.,Absurd Scenarios
Absurd Scenarios,The weirdest superpower would be ____.,Absurd Scenarios
Absurd Scenarios,I would survive on a desert island with ____.,Absurd Scenarios
Absurd Scenarios,The most useless invention is ____.,Absurd Scenarios
Absurd Scenarios,If I ruled the world I would ban ____.,Absurd Scenarios
Absurd Scenarios,The strangest job would be ____.,Absurd Scenarios
Absurd Scenarios,In 100 years Pakistan will be known for ____.,Absurd Scenarios
Absurd Scenarios,The worst way to die is ____.,Absurd Scenarios
Absurd Scenarios,If I had superpowers I would use them for ____.,Absurd Scenarios
Absurd Scenarios,The most bizarre law should be ____.,Absurd Scenarios
Absurd Scenarios,Aliens would be confused by ____.,Absurd Scenarios
Absurd Scenarios,The apocalypse will start with ____.,Absurd Scenarios
Bollywood & Drama,The most overrated Pakistani drama is ____.,Bollywood & Drama
Bollywood & Drama,Every Pakistani drama has ____.,Bollywood & Drama
Bollywood & Drama,The worst thing about Pakistani dramas is ____.,Bollywood & Drama
Bollywood & Drama,I stopped watching dramas because of ____.,Bollywood & Drama
Bollywood & Drama,Pakistani drama moms are always ____.,Bollywood & Drama
Bollywood & Drama,The most unrealistic thing in Pakistani dramas is ____.,Bollywood & Drama
Bollywood & Drama,Every drama serial needs ____.,Bollywood & Drama
Bollywood & Drama,The most annoying drama character is ____.,Bollywood & Drama
Bollywood & Drama,Pakistani dramas are obsessed with ____.,Bollywood & Drama
Bollywood & Drama,I'm addicted to watching ____.,Bollywood & Drama
Bollywood & Drama,The best Bollywood movie is about ____.,Bollywood & Drama
Bollywood & Drama,Item songs are just ____.,Bollywood & Drama
Bollywood & Drama,Pakistani actors are famous for ____.,Bollywood & Drama
Bollywood & Drama,The drama OST that won't leave my head is ____.,Bollywood & Drama
Bollywood & Drama,Every saas-bahu drama includes ____.,Bollywood & Drama
Bollywood & Drama,I judge people who watch ____.,Bollywood & Drama
Bollywood & Drama,The most dramatic scene ever was ____.,Bollywood & Drama
Bollywood & Drama,Pakistani morning shows are full of ____.,Bollywood & Drama
Bollywood & Drama,The worst drama ending was ____.,Bollywood & Drama
Bollywood & Drama,I secretly love ____.,Bollywood & Drama
Drunk Confessions,I got drunk and confessed ____.,Drunk Confessions
Drunk Confessions,The worst thing I did while drunk was ____.,Drunk Confessions
Drunk Confessions,I drunk texted ____ and regretted it.,Drunk Confessions
Drunk Confessions,When I'm drunk I always ____.,Drunk Confessions
Drunk Confessions,I blacked out and woke up ____.,Drunk Confessions
Drunk Confessions,My friends won't let me forget the time I ____.,Drunk Confessions
Drunk Confessions,I got kicked out of the bar for ____.,Drunk Confessions
Drunk Confessions,The worst hangover cure is ____.,Drunk Confessions
Drunk Confessions,I threw up on ____.,Drunk Confessions
Drunk Confessions,Drunk me thinks ____ is a good idea.,Drunk Confessions
Drunk Confessions,I got drunk and bought ____.,Drunk Confessions
Drunk Confessions,The most embarrassing drunk photo is ____.,Drunk Confessions
Drunk Confessions,I can't drink ____ anymore because of what happened.,Drunk Confessions
Drunk Confessions,My drunk personality is ____.,Drunk Confessions
Drunk Confessions,I got drunk and called my ex to ____.,Drunk Confessions
Drunk Confessions,The worst drinking game is ____.,Drunk Confessions
Drunk Confessions,I puked after drinking ____.,Drunk Confessions
Drunk Confessions,Drunk karaoke always ends with ____.,Drunk Confessions
Drunk Confessions,I got drunk and fought with ____.,Drunk Confessions
Drunk Confessions,The next morning I found ____ in my pocket.,Drunk Confessions
Bedroom Secrets,My bedroom secret is ____.,Bedroom Secrets
Bedroom Secrets,The most embarrassing thing that happened during sex was ____.,Bedroom Secrets
Bedroom Secrets,I'm too embarrassed to ask for ____.,Bedroom Secrets
Bedroom Secrets,My partner wants to try ____.,Bedroom Secrets
Bedroom Secrets,The worst place to have sex is ____.,Bedroom Secrets
Bedroom Secrets,I faked ____ to make it end faster.,Bedroom Secrets
Bedroom Secrets,My weirdest sexual experience involved ____.,Bedroom Secrets
Bedroom Secrets,I got caught having sex ____.,Bedroom Secrets
Bedroom Secrets,The mood was killed by ____.,Bedroom Secrets
Bedroom Secrets,I'm secretly into ____.,Bedroom Secrets
Bedroom Secrets,The worst thing to say in bed is ____.,Bedroom Secrets
Bedroom Secrets,My first time was ruined by ____.,Bedroom Secrets
Bedroom Secrets,I use ____ to spice things up.,Bedroom Secrets
Bedroom Secrets,The most awkward position is ____.,Bedroom Secrets
Bedroom Secrets,I can't perform without ____.,Bedroom Secrets
Bedroom Secrets,My partner doesn't know I ____.,Bedroom Secrets
Bedroom Secrets,The worst sexual advice is ____.,Bedroom Secrets
Bedroom Secrets,I'm addicted to ____.,Bedroom Secrets
Bedroom Secrets,The best part of sex is ____.,Bedroom Secrets
Bedroom Secrets,I regret trying ____.,Bedroom Secrets
Conspiracy Theories,The government is hiding ____.,Conspiracy Theories
Conspiracy Theories,The real reason for ____ is a conspiracy.,Conspiracy Theories
Conspiracy Theories,I actually believe in ____.,Conspiracy Theories
Conspiracy Theories,Pakistan is secretly controlled by ____.,Conspiracy Theories
Conspiracy Theories,The Illuminati uses ____ to control us.,Conspiracy Theories
Conspiracy Theories,Aliens are responsible for ____.,Conspiracy Theories
Conspiracy Theories,The moon landing was faked using ____.,Conspiracy Theories
