Name,Description,Category
Problem,All I want is to be _____!,Karobari
Problem,I need to catch _____!,Karobari
Problem,I want to prove _____!,Karobari
Problem,I wish I could _____ faster!,Karobari
Problem,I hate it when my _____ smells!,Karobari
Problem,I’ll scream if I have to _____ again!,Karobari
Problem,I’m always sore because I _____ too much!,Karobari
Problem,I get grossed out by _____!,Karobari
Problem,I’m way too old to _____!,Karobari
Problem,People tell me I _____ too much!,Karobari
Problem,I don’t want to _____ anymore!,Karobari
Problem,I hate talking during _____!,Karobari
Problem,My _____ is gonna kill me one of these days!,Karobari
Problem,I hate having to _____ in the morning!,Karobari
Problem,People keep giving me _____!,Karobari
Problem,I need an easier _____!,Karobari
Problem,It’s getting harder and harder to find _____!,Karobari
Problem,I’ve Humsafar three jobs because I _____!,Karobari
Problem,I wish I were more comfortable _____!,Karobari
Problem,I’m trying to quit _____!,Karobari
Problem,I’m always sad after _____!,Karobari
Problem,I have no social life because of _____!,Karobari
Problem,I can't eat biryani without _____!,Karobari
Problem,Load shedding always happens when I _____!,Karobari
Problem,My ammi always scolds me for _____!,Karobari
Problem,I need a way to spot _____ at weddings!,Karobari
Problem,Traffic is terrible because of _____!,Karobari
Problem,I wish I could bargain for _____!,Karobari
Problem,I need a robot to handle my _____!,Karobari
Problem,Rishta aunties are obsessed with _____!,Karobari
Problem,I can't survive the summer without _____!,Karobari
Problem,I need an invention to hide my _____ from guests!,Karobari
Problem,My tailor always ruins my _____!,Karobari
Problem,I wish there was an app for _____!,Karobari
Problem,I need a way to smuggle _____ into the house!,Karobari
Problem,Desi parents never understand _____!,Karobari
Problem,I need a fast lane for _____!,Karobari
Problem,I wish I could filter out _____ from my life!,Karobari
Problem,I need a mute button for _____!,Karobari
Problem,I want to automate _____!,Karobari
Problem,My life would be perfect if I could just _____!,Karobari
Problem,I can never find a matching _____!,Karobari
Problem,I need a safer way to eat _____!,Karobari
Problem,My chai is always too _____!,Karobari
Problem,I wish I could carry _____ in my pocket!,Karobari
Problem,I need a waterproof _____!,Karobari
Problem,I'm tired of untangling my _____!,Karobari
Problem,I need a silent _____!,Karobari
Problem,I wish my phone could _____!,Karobari
Problem,I need a device to find my _____!,Karobari
Problem,I want to instantly clean my _____!,Karobari
Problem,I need a lock for my _____!,Karobari
Problem,I wish I could skip _____ at family gatherings!,Karobari
Problem,My chappals always break when I _____!,Karobari
Problem,I need a way to protect my _____ from the smog!,Karobari
Problem,Rickshaw drivers always overcharge for _____!,Karobari
Problem,I can't believe my phuppo said _____!,Karobari
Problem,My wifi only works when I _____!,Karobari
Problem,I need an alarm clock that feels like _____!,Karobari
Problem,I wish I could eat _____ without gaining weight!,Karobari
Problem,My laundry pile looks like a _____!,Karobari
Problem,I need a drone to deliver my _____!,Karobari
Problem,I wish my car could fly over _____!,Karobari
Problem,The shopkeeper refused to return my _____!,Karobari
Problem,I need a secret compartment for my _____!,Karobari
Problem,My boss always calls when I'm _____!,Karobari
Problem,I wish I could teleport away from _____!,Karobari
Problem,I need a universal remote for _____!,Karobari
Problem,My neighbor's kid keeps stealing my _____!,Karobari
Problem,I wish I could pause time to _____!,Karobari
Problem,I need a robot that can make perfect _____!,Karobari
Problem,My phone battery dies whenever I _____!,Karobari
Problem,I wish I could mute my _____!,Karobari
Problem,I need a self-cleaning _____!,Karobari
Problem,My bank account cries when I _____!,Karobari
Problem,I wish I could trade my _____ for a pizza!,Karobari
Problem,I need a pocket-sized _____!,Karobari
Problem,My haircut looks like a _____!,Karobari
Problem,I wish I could speed up _____!,Karobari
Problem,I need a translator for my _____!,Karobari
Problem,My shoes always smell like _____!,Karobari
Problem,I wish I could invisible-cloak my _____!,Karobari
Problem,I need a GPS tracker for my _____!,Karobari
Problem,My tea gets cold when I _____!,Karobari
Problem,I wish I could download _____ directly to my brain!,Karobari
Problem,I need a machine that folds _____!,Karobari
Problem,My umbrella always flips inside out during _____!,Karobari
Problem,I wish I could unsubscribe from _____!,Karobari
Problem,I need a smart mirror that tells me _____!,Karobari
Problem,My socks always disappear in the _____!,Karobari
Problem,I wish I could pay for things with _____!,Karobari
Problem,I need a device that detects _____!,Karobari
Problem,My brain freezes when I see _____!,Karobari
Problem,I wish I could Ctrl+Z my _____!,Karobari
Problem,I need a shield against _____!,Karobari
Problem,My pillow is never cool enough for _____!,Karobari
Problem,I wish I could block _____ in real life!,Karobari
Problem,I need a lie detector for my _____!,Karobari
Problem,My cat judges me for _____!,Karobari
Problem,I wish I could summon _____ with a snap!,Karobari
Problem,I need a portable _____!,Karobari
Problem,My weekends are ruined by _____!,Karobari
Problem,I wish I could duplicate my _____!,Karobari
Problem,I need a stain remover for my _____!,Karobari
Problem,My leftovers always taste like _____!,Karobari
Problem,I wish I could delete _____ from my memory!,Karobari
Problem,I need a password manager for my _____!,Karobari
Problem,My alarm clock sounds like a _____!,Karobari
Problem,I wish I could customize my _____!,Karobari
Problem,I need a filter for _____!,Karobari
Problem,My wallet is allergic to _____!,Karobari
Problem,I wish I could upgrade my _____!,Karobari
Problem,I need a turbo button for _____!,Karobari
Problem,My mood depends on _____!,Karobari
Problem,I wish I could send _____ to space!,Karobari
Problem,I need a refund for my _____!,Karobari
Problem,My shadow looks like a _____!,Karobari
Problem,I wish I could fast forward through _____!,Karobari
Problem,I need a backup plan for _____!,Karobari
Problem,My dream job involves _____!,Karobari
Problem,I wish I could re-roll my _____!,Karobari
Problem,I need a tutorial for _____!,Karobari
Problem,My handwriting looks like _____!,Karobari
Problem,I wish I could auto-correct my _____!,Karobari
Problem,I need a magnifying glass for _____!,Karobari
Problem,My patience runs out when _____!,Karobari
Problem,I wish I could swap lives with _____!,Karobari
Problem,I need a safety net for _____!,Karobari
Problem,My reflection shows me _____!,Karobari
Problem,I wish I could freeze _____!,Karobari
Problem,I need a mute button for my _____!,Karobari
Problem,My secrets are safe with _____!,Karobari
Problem,I wish I could google my _____!,Karobari
Problem,I need a hashtag for _____!,Karobari
Problem,My playlist is full of _____!,Karobari
Problem,I wish I could retweet my _____!,Karobari
Problem,I need a charger for my _____!,Karobari
Problem,My inbox is flooding with _____!,Karobari
Problem,I wish I could unfollow _____!,Karobari
Problem,I need a status update for _____!,Karobari
Problem,My profile picture needs more _____!,Karobari
Problem,I wish I could like my own _____!,Karobari
Problem,I need a notification for _____!,Karobari
Problem,My timeline is clogged with _____!,Karobari
Problem,I wish I could share _____!,Karobari
Problem,I need a direct message from _____!,Karobari
Problem,My followers want more _____!,Karobari
Problem,I wish I could trend for _____!,Karobari
Problem,I need a verified badge for _____!,Karobari
Problem,My bio says I love _____!,Karobari
Problem,I wish I could live stream my _____!,Karobari
Problem,I need a filter that hides _____!,Karobari
